_id,energy,energy_per_atom,formation_energy,formation_energy_per_site,band_gap,homo,lumo,fermi_level
6141cf0efbfd4bd9ab2c2f7e,-1391.34041398,-7.284504785235602,2.6456860200000847,2.6456860200000847,1.1452,-0.6754,0.4698,-0.1997065
6141cf0f51c1cbd9654b8870,-1384.55282143,-7.287120112789474,5.306278570000131,2.6531392850000657,1.0843,-0.6852,0.3991,-0.22062739
6141cf0fe689ecc4c43cdd4b,-1397.19614092,-7.277063233958334,0.27895908000004965,0.27895908000004965,1.8033000000000001,-0.6931,1.1102,-0.18353716
6141cf10b842c2e72e2f2d44,-1396.257593,-7.272174963541667,0.5795069999999214,0.2897534999999607,1.8094999999999999,-0.6916,1.1179,-0.17980187
6141cf1051c1cbd9654b8872,-1384.53267685,-7.28701408868421,5.32642315000021,2.663211575000105,1.1101999999999999,-0.6718,0.4384,-0.21319046
6141cf10b842c2e72e2f2d46,-1396.25628284,-7.272168139791667,0.5808171599999241,0.29040857999996206,1.8093,-0.6915,1.1178,-0.18038927
6141cf11cc0e69a0cf28ab35,-1390.40440954,-7.279604238429319,2.9436904599999707,1.4718452299999853,1.1484,-0.6706,0.4778,-0.2006335
6141cf11b842c2e72e2f2d48,-1396.24810744,-7.272125559583333,0.5889925599999515,0.29449627999997574,1.8068,-0.691,1.1158,-0.17931746
6141cf11ae4fb853db2e3f14,-1380.0584234,-7.225436771727749,7.121476600000051,7.121476600000051,0.36,-0.4902,-0.1302,-0.31020518
6141cf11cc0e69a0cf28ab37,-1390.40062771,-7.279584438272251,2.9474722899999506,1.4737361449999753,1.1475,-0.6694,0.4781,-0.20028946
6141cf12b842c2e72e2f2d4a,-1396.25908431,-7.27218273078125,0.5780156900000293,0.28900784500001464,1.8075,-0.6911,1.1164,-0.17755774
6141cf12cc0e69a0cf28ab39,-1390.39939591,-7.279577989057592,2.9487040899998647,1.4743520449999323,1.1477,-0.6694,0.4783,-0.19780224
6141cf1202d926221cabc545,-1373.26434528,-7.227707080421053,9.788554720000093,4.894277360000046,0.35600000000000004,-0.5107,-0.1547,-0.33417039
6141cf13cc0e69a0cf28ab3b,-1390.40067364,-7.279584678743455,2.9474263600000086,1.4737131800000043,1.1465,-0.6701,0.4764,-0.19645611
6141cf1302d926221cabc547,-1373.26410531,-7.227705817421053,9.788794690000032,4.894397345000016,0.35319999999999996,-0.5111,-0.1579,-0.33366628
6141cf13b842c2e72e2f2d4c,-1396.25705551,-7.272172164114584,0.5800444899998638,0.2900222449999319,1.8101,-0.6917,1.1184,-0.17640524
6141cf133ac25c70a5c6c837,-1366.49822785,-7.230149353703704,12.427672150000035,4.142557383333345,0.366,-0.5577,-0.1917,-0.37285508
6141cf1351c1cbd9654b8874,-1384.53001563,-7.287000082263158,5.329084370000146,2.664542185000073,1.0819,-0.6644,0.4175,-0.10538131
6141cf1369b0784ffcf8f84f,-1379.11572129,-7.220501158586387,7.426178709999931,3.7130893549999655,0.3586,-0.4815,-0.1229,-0.30227608
6141cf13cc0e69a0cf28ab3d,-1390.40787752,-7.27962239539267,2.940222479999875,1.4701112399999374,1.1432,-0.6812,0.462,-0.19685413
6141cf1302d926221cabc549,-1373.27311865,-7.227753256052631,9.779781350000121,4.889890675000061,0.3593,-0.5231,-0.1638,-0.34358571
6141cf143ac25c70a5c6c839,-1366.48340017,-7.230070900370371,12.44249982999986,4.147499943333287,0.38570000000000004,-0.5743,-0.1886,-0.37715978
6141cf1469b0784ffcf8f851,-1379.12056234,-7.220526504397906,7.4213376599998355,3.7106688299999178,0.35819999999999996,-0.4844,-0.1262,-0.3054999
6141cf14b842c2e72e2f2d4e,-1396.25643955,-7.272168955989584,0.5806604499998684,0.2903302249999342,1.8094,-0.6916,1.1178,-0.17837683
6141cf14ee0a3fd43fb479d7,-1378.20113794,-7.21571276408377,7.702762059999941,2.567587353333314,0.4163,-0.5232,-0.1069,-0.31563222
6141cf14cc0e69a0cf28ab3f,-1390.40124819,-7.279587686858639,2.9468518099999983,1.4734259049999991,1.1456,-0.6689,0.4767,-0.20045787
6141cf1469b0784ffcf8f853,-1379.11922299,-7.220519492094241,7.422677009999916,3.711338504999958,0.3576,-0.4845,-0.1269,-0.30564302
6141cf15ee0a3fd43fb479d9,-1378.20025967,-7.215708165811518,7.703640330000098,2.567880110000033,0.4325,-0.5316,-0.0991,-0.31409876
6141cf1531cf3ef3d4a9ed3e,-1372.35095454,-7.222899760736842,10.063945460000014,3.354648486666671,0.41370000000000007,-0.5489,-0.1352,-0.34520902
6141cf15cc0e69a0cf28ab41,-1390.40309843,-7.279597373979057,2.9450015699999312,1.4725007849999656,1.1449,-0.6714,0.4735,-0.19567374
6141cf1502d926221cabc54b,-1373.35593524,-7.228189132842106,9.696964760000128,4.848482380000064,0.28279999999999994,-0.5235,-0.2407,-0.38217785
6141cf153ac25c70a5c6c83b,-1366.479577,-7.230050671957672,12.446322999999893,4.148774333333297,0.35509999999999997,-0.5416,-0.1865,-0.36542256
6141cf15b842c2e72e2f2d50,-1396.25657505,-7.27216966171875,0.5805249499999263,0.29026247499996316,1.8096,-0.6914,1.1182,-0.17746294
6141cf15c819ca30b196b473,-1400.02381141,-7.291790684427084,0.16668858999992153,0.16668858999992153,1.8001,-0.7016,1.0985,-0.19413911
6141cf1569b0784ffcf8f855,-1379.11602359,-7.2205027413089,7.425876410000001,3.7129382050000004,0.35829999999999995,-0.4816,-0.1233,-0.30257563
6141cf15ee0a3fd43fb479db,-1378.17306679,-7.215565794712042,7.730833210000128,2.576944403333376,0.3551,-0.4712,-0.1161,-0.29501992
6141cf1531cf3ef3d4a9ed40,-1372.33252511,-7.222802763736842,10.082374889999983,3.3607916299999943,0.3618,-0.5052,-0.1434,-0.32522477
6141cf16cc0e69a0cf28ab43,-1390.41914887,-7.279681407696335,2.9289511299998594,1.4644755649999297,1.1408,-0.6632,0.4776,-0.19656158
6141cf16b842c2e72e2f2d52,-1396.2558201,-7.2721657296875,0.5812799000000268,0.2906399500000134,1.8098,-0.6913,1.1185,-0.18006189
6141cf16a05be5973bd77a67,-1393.20857264,-7.294285720628273,2.8549273599999196,1.4274636799999598,1.1383999999999999,-0.6778,0.4606,-0.20635536
6141cf1602d926221cabc54d,-1373.31010709,-7.227947932052632,9.742792910000162,4.871396455000081,0.35400000000000004,-0.5108,-0.1568,-0.33478955
6141cf16ee0a3fd43fb479dd,-1378.18412295,-7.215623680366493,7.719777049999948,2.573259016666649,0.3503,-0.4767,-0.1264,-0.30114721
6141cf1669b0784ffcf8f857,-1379.13195812,-7.220586168167539,7.409941879999906,3.704970939999953,0.37740000000000007,-0.5027,-0.1253,-0.3142163
6141cf1631cf3ef3d4a9ed42,-1372.35051949,-7.222897471,10.064380510000092,3.354793503333364,0.36129999999999995,-0.5075,-0.1462,-0.32717705
6141cf16a05be5973bd77a69,-1393.23487403,-7.294423424240837,2.8286259700000755,1.4143129850000378,1.1497,-0.6844,0.4653,-0.20661096
6141cf1651c1cbd9654b8876,-1384.52098088,-7.286952530947368,5.338119120000101,2.6690595600000506,0.9607,-0.6401,0.3206,-0.16200314
6141cf16baaf234b35290186,-1386.4222265,-7.296959086842105,5.514273499999945,1.8380911666666482,1.1041,-0.678,0.4261,-0.11106215
6141cf173ac25c70a5c6c83d,-1366.57502636,-7.230555695026455,12.350873639999918,4.116957879999973,0.26940000000000003,-0.539,-0.2696,-0.4043507
6141cf17b842c2e72e2f2d54,-1396.25385992,-7.272155520416667,0.5832400799999959,0.29162003999999797,1.8082,-0.6913,1.1169,-0.17920838
6141cf17ee0a3fd43fb479df,-1378.17802167,-7.215591736492146,7.725878330000114,2.575292776666705,0.3578,-0.476,-0.1182,-0.29751378
6141cf1769b0784ffcf8f859,-1379.13974853,-7.22062695565445,7.402151470000035,3.7010757350000176,0.42939999999999995,-0.5347,-0.1053,-0.31898898
6141cf17a05be5973bd77a6b,-1393.2271041,-7.294382743979057,2.8363959000000705,1.4181979500000352,1.1461000000000001,-0.682,0.4641,-0.20658599
6141cf17baaf234b35290188,-1386.42041413,-7.296949548052631,5.516085870000097,1.8386952900000324,1.1084,-0.6774,0.431,-0.207841
6141cf1731cf3ef3d4a9ed44,-1372.32434623,-7.222759717,10.090553770000042,3.3635179233333474,0.3524,-0.502,-0.1496,-0.32505254
6141cf1702d926221cabc54f,-1373.26271789,-7.227698515210526,9.79018211000016,4.89509105500008,0.3577,-0.5091,-0.1514,-0.3307402
6141cf171d648932fbc3428f,-1399.08326793,-7.286892020468749,0.46923207000008915,0.23461603500004458,1.8026,-0.6993,1.1033,-0.22204189
6141cf17cc0e69a0cf28ab45,-1390.40316902,-7.279597743560209,2.944930979999981,1.4724654899999905,1.1447,-0.6714,0.4733,-0.19483253
6141cf18ee0a3fd43fb479e1,-1378.19059911,-7.215657586963351,7.713300890000028,2.571100296666676,0.3808,-0.4974,-0.1166,-0.30742383
6141cf18b842c2e72e2f2d56,-1396.25662792,-7.272169937083333,0.5804720799999359,0.29023603999996794,1.8089,-0.6913,1.1176,-0.17721688
6141cf18baaf234b3529018a,-1386.42895309,-7.296994489947369,5.507546909999974,1.8358489699999911,1.0023,-0.6675,0.3348,-0.20629599
6141cf1869b0784ffcf8f85b,-1379.30621274,-7.221498496020943,7.23568725999985,3.617843629999925,0.2749,-0.4074,-0.1325,-0.27051555
6141cf181d648932fbc34291,-1399.08319439,-7.2868916374479165,0.46930560999999216,0.23465280499999608,1.803,-0.6993,1.1037,-0.20113384
6141cf1831cf3ef3d4a9ed46,-1372.37031132,-7.223001638526315,10.04458868000006,3.348196226666687,0.4180999999999999,-0.5519,-0.1338,-0.34231441
6141cf18a05be5973bd77a6d,-1393.2280651,-7.2943877753926705,2.835434899999882,1.417717449999941,1.1458,-0.6824,0.4634,-0.20787664
6141cf189cbada84a86767c3,-1398.13436349,-7.281949809843749,0.7801365100001476,0.26004550333338255,1.8073000000000001,-0.6974,1.1099,-0.21460772
6141cf18baaf234b3529018c,-1386.4183657,-7.296938766842106,5.518134299999929,1.8393780999999763,1.1046,-0.678,0.4266,-0.21806684
6141cf1802d926221cabc551,-1373.3193102,-7.227996369473685,9.733589800000118,4.866794900000059,0.4206,-0.5567,-0.1361,-0.35125035
6141cf181d648932fbc34293,-1399.08306059,-7.286890940572917,0.46943940999994993,0.23471970499997497,1.8026,-0.6993,1.1033,-0.21942468
6141cf184e27a1844a5efffa,-1392.28743988,-7.289463036020942,3.138060120000091,1.0460200400000303,1.1452,-0.676,0.4692,-0.20724762
6141cf18ee0a3fd43fb479e3,-1378.17394892,-7.215570413193717,7.729951080000092,2.5766503600000306,0.35650000000000004,-0.4741,-0.1176,-0.296374
6141cf18cc0e69a0cf28ab47,-1390.39982577,-7.279580239633508,2.9482742299999245,1.4741371149999623,1.1459,-0.6706,0.4753,-0.19572251
6141cf18b842c2e72e2f2d58,-1396.25824451,-7.272178356822916,0.5788554900000236,0.2894277450000118,1.8105,-0.6912,1.1193,-0.17800276
6141cf1969b0784ffcf8f85d,-1379.17399718,-7.220806267958115,7.367902819999927,3.6839514099999633,0.3482,-0.4812,-0.133,-0.30584664
6141cf199cbada84a86767c5,-1398.14356128,-7.281997715,0.7709387200000037,0.2569795733333346,1.8092,-0.6975,1.1117,-0.21470685
6141cf19a05be5973bd77a6f,-1393.22971643,-7.294396421099477,2.833783569999923,1.4168917849999616,1.1425,-0.6802,0.4623,-0.20578099
6141cf193ac25c70a5c6c83f,-1368.46955018,-7.24057963058201,10.456349820000014,3.4854499400000045,0.29910000000000003,-0.5259,-0.2268,-0.37608398
6141cf1931cf3ef3d4a9ed48,-1372.35636493,-7.222928236473684,10.058535070000062,3.3528450233333538,0.35719999999999996,-0.5131,-0.1559,-0.33466054
6141cf194e27a1844a5efffc,-1392.28244505,-7.289436885078534,3.143054950000078,1.0476849833333592,1.145,-0.6764,0.4686,-0.20876455
6141cf19baaf234b3529018e,-1386.42778075,-7.296988319736842,5.508719250000013,1.8362397500000043,1.0009000000000001,-0.6672,0.3337,-0.20969797
6141cf191d648932fbc34295,-1399.08297079,-7.286890472864584,0.4695292100000188,0.2347646050000094,1.8025,-0.6993,1.1032,-0.2155058
6141cf199cbada84a86767c7,-1398.14487771,-7.28200457140625,0.769622290000143,0.256540763333381,1.8094999999999999,-0.6977,1.1118,-0.20963384
6141cf19ee0a3fd43fb479e5,-1378.17627302,-7.215582581256545,7.727626979999968,2.5758756599999892,0.35640000000000005,-0.4751,-0.1187,-0.29746884
6141cf194e27a1844a5efffe,-1392.28455509,-7.289447932408376,3.140944910000144,1.0469816366667146,1.1452,-0.6768,0.4684,-0.20381549
6141cf19a05be5973bd77a71,-1393.22729071,-7.294383720994764,2.8362092899999425,1.4181046449999712,1.1456,-0.6821,0.4635,-0.20529588
6141cf19cc0e69a0cf28ab49,-1390.4025394,-7.279594447120419,2.945560599999908,1.472780299999954,1.1484999999999999,-0.6707,0.4778,-0.19766202
6141cf1969b0784ffcf8f85f,-1379.11565363,-7.22050080434555,7.426246369999944,3.713123184999972,0.3579,-0.4813,-0.1234,-0.3025948
6141cf1abaaf234b35290190,-1386.42424336,-7.296969701894737,5.512256640000032,1.8374188800000109,1.0827,-0.6901,0.3926,-0.22849082
6141cf1a9cbada84a86767c9,-1398.13417338,-7.2819488196875,0.7803266200000962,0.2601088733333654,1.8072,-0.6974,1.1098,-0.21249232
6141cf1a31cf3ef3d4a9ed4a,-1372.33253067,-7.222802793,10.082369329999892,3.3607897766666306,0.35609999999999997,-0.502,-0.1459,-0.32469358
6141cf1a4e27a1844a5f0000,-1392.29589753,-7.289507316910995,3.129602470000009,1.0432008233333363,1.1489,-0.6798,0.4691,-0.20932033
6141cf1a1d648932fbc34297,-1399.08355518,-7.2868935165625,0.4689448199999333,0.23447240999996666,1.8029,-0.6993,1.1036,-0.21703007
6141cf1aee0a3fd43fb479e7,-1378.17573383,-7.215579758272251,7.728166170000122,2.576055390000041,0.3574,-0.4727,-0.1153,-0.29493837
6141cf1a4e27a1844a5f0002,-1392.28379115,-7.289443932722514,3.1417088499999863,1.0472362833333289,1.1427999999999998,-0.6759,0.4669,-0.20696065
6141cf1a9cbada84a86767cb,-1398.14459578,-7.282003103020833,0.7699042200001713,0.2566347400000571,1.8092,-0.6977,1.1115,-0.21410953
6141cf1abaaf234b35290192,-1386.46390583,-7.297178451736841,5.472594170000093,1.8241980566666978,1.1063,-0.706,0.4003,-0.22128089
6141cf1b69b0784ffcf8f861,-1379.1195927,-7.220521427748691,7.422307299999829,3.7111536499999147,0.3594,-0.4858,-0.1264,-0.30610551
6141cf1ba05be5973bd77a73,-1393.22714224,-7.294382943664921,2.8363577600000554,1.4181788800000277,1.1453,-0.6821,0.4632,-0.20672677
6141cf1b02d926221cabc553,-1373.28495449,-7.227815549947368,9.767945510000118,4.883972755000059,0.3929,-0.5389,-0.146,-0.34393126
6141cf1b31cf3ef3d4a9ed4c,-1372.34693247,-7.222878591947368,10.067967530000033,3.3559891766666774,0.4043,-0.5394,-0.1351,-0.33868571
6141cf1b1d648932fbc34299,-1399.08331388,-7.286892259791667,0.4691861199999039,0.23459305999995195,1.8036,-0.6992,1.1044,-0.20796114
6141cf1b4e27a1844a5f0004,-1392.2783664,-7.289415530890053,3.147133599999961,1.0490445333333203,1.1403,-0.6771,0.4632,-0.20201728
6141cf1b3ac25c70a5c6c841,-1366.97301587,-7.232661459629629,11.95288413000003,3.9842947100000097,0.39949999999999997,-0.589,-0.1895,-0.38923878
6141cf1b9cbada84a86767cd,-1398.13493562,-7.281952789687501,0.7795643800000107,0.2598547933333369,1.8059,-0.6971,1.1088,-0.20106857
6141cf1bcc0e69a0cf28ab4b,-1390.4025136,-7.279594312041885,2.945586399999911,1.4727931999999555,1.1459000000000001,-0.6712,0.4747,-0.19679149
6141cf1bee0a3fd43fb479e9,-1378.22856553,-7.215856364031413,7.6753344700000525,2.558444823333351,0.3446,-0.4712,-0.1266,-0.29826866
6141cf1bbaaf234b35290194,-1386.42665809,-7.296982411,5.509841909999977,1.8366139699999924,1.0944,-0.6813,0.4131,-0.21886119
6141cf1c69b0784ffcf8f863,-1379.11656285,-7.220505564659686,7.425337149999905,3.7126685749999524,0.35810000000000003,-0.4822,-0.1241,-0.3035705
6141cf1c31cf3ef3d4a9ed4e,-1372.37868372,-7.223045703789474,10.036216279999962,3.345405426666654,0.41869999999999996,-0.5464,-0.1277,-0.34214278
6141cf1c4e27a1844a5f0006,-1392.29320986,-7.289493245340314,3.132290140000123,1.0440967133333743,1.1482999999999999,-0.6793,0.469,-0.20359423
6141cf1c9cbada84a86767cf,-1398.14371819,-7.281998532239584,0.7707818100000168,0.2569272700000056,1.8094999999999999,-0.6977,1.1118,-0.21813638
6141cf1ca05be5973bd77a75,-1393.22786789,-7.294386742879581,2.835632110000006,1.417816055000003,1.1467,-0.6827,0.464,-0.20443496
6141cf1cbaaf234b35290196,-1386.36053008,-7.296634368842105,5.575969920000034,1.8586566400000113,0.6512,-0.6001,0.0511,-0.27449689
6141cf1cee0a3fd43fb479eb,-1378.19509411,-7.2156811209947636,7.7088058900001215,2.569601963333374,0.41539999999999994,-0.5216,-0.1062,-0.31421287
6141cf1db842c2e72e2f2d5a,-1396.25727632,-7.272173314166667,0.5798236799998904,0.2899118399999452,1.8097,-0.6915,1.1182,-0.17673092
6141cf1d9cbada84a86767d1,-1398.14413711,-7.282000714114583,0.7703628900001149,0.2567876300000383,1.8091,-0.6979,1.1112,-0.20883186
6141cf1d4e27a1844a5f0008,-1392.29028422,-7.289477927853404,3.135215779999953,1.045071926666651,1.1456,-0.6781,0.4675,-0.20834279
6141cf1d31cf3ef3d4a9ed50,-1372.33194834,-7.222799728105263,10.082951659999935,3.360983886666645,0.352,-0.5024,-0.1504,-0.3256729
6141cf1d1d648932fbc3429b,-1399.08304299,-7.28689084890625,0.4694570100000419,0.23472850500002096,1.8026,-0.6992,1.1034,-0.21966086
6141cf1dbaaf234b35290198,-1386.44808003,-7.297095158052632,5.488419969999995,1.8294733233333318,0.9373,-0.666,0.2713,-0.20294508
6141cf1dcc0e69a0cf28ab4d,-1390.40223769,-7.279592867486911,2.9458623099999386,1.4729311549999693,1.1494,-0.6728,0.4766,-0.19632761
6141cf1dee0a3fd43fb479ed,-1378.20591893,-7.215737795445026,7.697981069999969,2.56599368999999,0.4258,-0.531,-0.1052,-0.31670777
6141cf1d02d926221cabc555,-1373.27332673,-7.2277543512105265,9.779573270000128,4.889786635000064,0.3578,-0.5208,-0.163,-0.34232511
6141cf1e4e27a1844a5f000a,-1392.29732121,-7.289514770732985,3.1281787899999927,1.042726263333331,1.1465,-0.6817,0.4648,-0.21115708
6141cf1eb842c2e72e2f2d5c,-1396.25451443,-7.272158929322916,0.582585569999992,0.291292784999996,1.8077,-0.6913,1.1164,-0.17907376
6141cf1e9cbada84a86767d3,-1398.14428725,-7.282001496093749,0.7702127500001552,0.2567375833333851,1.81,-0.6976,1.1124,-0.21876396
6141cf1e3ac25c70a5c6c843,-1366.49506609,-7.230132624814814,12.430833910000047,4.143611303333349,0.38580000000000003,-0.5756,-0.1898,-0.38131963
